dataset,run,value,hierarchy_level,condition
"(4,8)",1,0.8909514688756983,0,coarse
"(4,8)",1,0.7155396052150419,1,coarse
"(4,8)",1,0.6019619926786294,2,coarse
"(4,8)",1,0.5604984327039575,3,coarse
"(5,4)",1,0.8585041197176027,0,coarse
"(5,4)",1,0.7931200901638868,1,coarse
"(5,4)",1,0.7623471416173554,2,coarse
"(5,4)",1,0.723851328101924,3,coarse
"(5,4)",1,0.7411802622622977,4,coarse
"(3,4)",2,1.0,0,coarse
"(3,4)",2,0.7145563661652113,1,coarse
"(3,4)",2,0.5597250041468188,2,coarse
"(3,8)",2,0.9321174527015043,0,coarse
"(3,8)",2,0.7111397122955149,1,coarse
"(3,8)",2,0.5861884421771066,2,coarse
"(3,16)",2,0.8498837440499082,0,coarse
"(3,16)",2,0.7062289778925606,1,coarse
"(3,16)",2,0.5674512302027985,2,coarse
"(4,4)",2,0.9924789577924741,0,coarse
"(4,4)",2,0.7250644434270879,1,coarse
"(4,4)",2,0.6512328325361475,2,coarse
"(4,4)",2,0.6532472593231368,3,coarse
"(4,8)",2,0.9255901866404351,0,coarse
"(4,8)",2,0.7198822979401021,1,coarse
"(4,8)",2,0.5822897790829782,2,coarse
"(4,8)",2,0.529028929410641,3,coarse
"(5,4)",2,0.9025550356683908,0,coarse
"(5,4)",2,0.7503052957914959,1,coarse
"(5,4)",2,0.7007707563916217,2,coarse
"(5,4)",2,0.6773783275605654,3,coarse
"(5,4)",2,0.7001060498480555,4,coarse
"(3,4)",3,1.0,0,coarse
"(3,4)",3,0.7121892644073278,1,coarse
"(3,4)",3,0.6309827811826172,2,coarse
"(3,8)",3,0.9496346444747966,0,coarse
"(3,8)",3,0.7095240182616114,1,coarse
"(3,8)",3,0.5881307636270674,2,coarse
"(3,16)",3,0.8796333758480627,0,coarse
"(3,16)",3,0.7148388315146862,1,coarse
"(3,16)",3,0.598081758809411,2,coarse
"(4,4)",3,0.9757511698830393,0,coarse
"(4,4)",3,0.7448270033022063,1,coarse
"(4,4)",3,0.6599679300861726,2,coarse
"(4,4)",3,0.6770585363398249,3,coarse
"(4,8)",3,0.885739585220705,0,coarse
"(4,8)",3,0.7191840409868495,1,coarse
"(4,8)",3,0.5954500026159291,2,coarse
"(4,8)",3,0.5540683655717651,3,coarse
"(5,4)",3,0.8706868993542568,0,coarse
"(5,4)",3,0.7472647564845021,1,coarse
"(5,4)",3,0.6831621059429401,2,coarse
"(5,4)",3,0.6710954800155436,3,coarse
"(5,4)",3,0.6936682233942122,4,coarse
"(3,4)",4,0.9453641181518043,0,coarse
"(3,4)",4,0.7272192563187315,1,coarse
"(3,4)",4,0.6268626272271189,2,coarse
"(3,8)",4,0.9460406298080835,0,coarse
"(3,8)",4,0.7104104702227455,1,coarse
"(3,8)",4,0.5544766308303515,2,coarse
"(3,16)",4,0.8862699845241457,0,coarse
"(3,16)",4,0.6943939610690442,1,coarse
"(3,16)",4,0.51554509174094,2,coarse
"(4,4)",4,0.9662883530580196,0,coarse
"(4,4)",4,0.7394208023114602,1,coarse
"(4,4)",4,0.6449754342057584,2,coarse
"(4,4)",4,0.6599331644343867,3,coarse
"(4,8)",4,0.8713280437781239,0,coarse
"(4,8)",4,0.7135538661286506,1,coarse
"(4,8)",4,0.5869749705111239,2,coarse
"(4,8)",4,0.5323325510763688,3,coarse
"(5,4)",4,0.9563940036189928,0,coarse
"(5,4)",4,0.72440121462356,1,coarse
"(5,4)",4,0.6390824750701095,2,coarse
"(5,4)",4,0.6210171828343911,3,coarse
"(5,4)",4,0.6533362458803299,4,coarse
